,path,emotion
1183,data/training\Actor_04\04_02_01_01_dogs-sitting_angry.wav,angry
1184,data/training\Actor_04\04_02_01_01_kids-talking_angry.wav,angry
1185,data/training\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
1186,data/training\Actor_04\04_02_01_02_kids-talking_angry.wav,angry
1187,data/training\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
1188,data/training\Actor_04\04_02_02_01_kids-talking_angry.wav,angry
1189,data/training\Actor_04\04_02_02_02_dogs-sitting_angry.wav,angry
1190,data/training\Actor_04\04_02_02_02_kids-talking_angry.wav,angry
1191,data/training\Actor_05\03-02-05-01-01-01-05_angry.wav,angry
1192,data/training\Actor_05\03-02-05-01-01-02-05_angry.wav,angry
1193,data/training\Actor_05\03-02-05-01-02-01-05_angry.wav,angry
1194,data/training\Actor_05\03-02-05-01-02-02-05_angry.wav,angry
1195,data/training\Actor_05\03-02-05-02-01-01-05_angry.wav,angry
1196,data/training\Actor_05\03-02-05-02-01-02-05_angry.wav,angry
1197,data/training\Actor_05\03-02-05-02-02-01-05_angry.wav,angry
1198,data/training\Actor_05\03-02-05-02-02-02-05_angry.wav,angry
1199,data/training\Actor_05\05_01_01_01_dogs-sitting_angry.wav,angry
1200,data/training\Actor_05\05_01_01_01_kids-talking_angry.wav,angry
1201,data/training\Actor_05\05_01_01_02_dogs-sitting_angry.wav,angry
1202,data/training\Actor_05\05_01_01_02_kids-talking_angry.wav,angry
1203,data/training\Actor_05\05_01_02_01_dogs-sitting_angry.wav,angry
1204,data/training\Actor_05\05_01_02_01_kids-talking_angry.wav,angry
1205,data/training\Actor_05\05_01_02_02_dogs-sitting_angry.wav,angry
1206,data/training\Actor_05\05_01_02_02_kids-talking_angry.wav,angry
1207,data/training\Actor_05\05_02_01_01_dogs-sitting_angry.wav,angry
1208,data/training\Actor_05\05_02_01_01_kids-talking_angry.wav,angry
1209,data/training\Actor_05\05_02_01_02_dogs-sitting_angry.wav,angry
1210,data/training\Actor_05\05_02_01_02_kids-talking_angry.wav,angry
1211,data/training\Actor_05\05_02_02_01_dogs-sitting_angry.wav,angry
1212,data/training\Actor_05\05_02_02_01_kids-talking_angry.wav,angry
1213,data/training\Actor_05\05_02_02_02_dogs-sitting_angry.wav,angry
1214,data/training\Actor_05\05_02_02_02_kids-talking_angry.wav,angry
1215,data/training\Actor_06\03-02-05-01-01-01-06_angry.wav,angry
1216,data/training\Actor_06\03-02-05-01-01-02-06_angry.wav,angry
1217,data/training\Actor_06\03-02-05-01-02-01-06_angry.wav,angry
1218,data/training\Actor_06\03-02-05-01-02-02-06_angry.wav,angry
1219,data/training\Actor_06\03-02-05-02-01-01-06_angry.wav,angry
1220,data/training\Actor_06\03-02-05-02-01-02-06_angry.wav,angry
1221,data/training\Actor_06\03-02-05-02-02-01-06_angry.wav,angry
1222,data/training\Actor_06\03-02-05-02-02-02-06_angry.wav,angry
1223,data/training\Actor_06\06_01_01_01_dogs-sitting_angry.wav,angry
1224,data/training\Actor_06\06_01_01_01_kids-talking_angry.wav,angry
1225,data/training\Actor_06\06_01_01_02_dogs-sitting_angry.wav,angry
1226,data/training\Actor_06\06_01_01_02_kids-talking_angry.wav,angry
1227,data/training\Actor_06\06_01_02_01_dogs-sitting_angry.wav,angry
1228,data/training\Actor_06\06_01_02_01_kids-talking_angry.wav,angry
1229,data/training\Actor_06\06_01_02_02_dogs-sitting_angry.wav,angry
1230,data/training\Actor_06\06_01_02_02_kids-talking_angry.wav,angry
1231,data/training\Actor_06\06_02_01_01_dogs-sitting_angry.wav,angry
1232,data/training\Actor_06\06_02_01_01_kids-talking_angry.wav,angry
1233,data/training\Actor_06\06_02_01_02_dogs-sitting_angry.wav,angry
1234,data/training\Actor_06\06_02_01_02_kids-talking_angry.wav,angry
1235,data/training\Actor_06\06_02_02_01_dogs-sitting_angry.wav,angry
1236,data/training\Actor_06\06_02_02_01_kids-talking_angry.wav,angry
1237,data/training\Actor_06\06_02_02_02_dogs-sitting_angry.wav,angry
1238,data/training\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
1239,data/training\Actor_07\07_01_01_01_dogs-sitting_angry.wav,angry
1240,data/training\Actor_07\07_01_01_01_kids-talking_angry.wav,angry
1241,data/training\Actor_07\07_01_01_02_dogs-sitting_angry.wav,angry
1242,data/training\Actor_07\07_01_01_02_kids-talking_angry.wav,angry
1243,data/training\Actor_07\07_01_02_01_dogs-sitting_angry.wav,angry
1244,data/training\Actor_07\07_01_02_01_kids-talking_angry.wav,angry
1245,data/training\Actor_07\07_01_02_02_dogs-sitting_angry.wav,angry
1246,data/training\Actor_07\07_01_02_02_kids-talking_angry.wav,angry
1247,data/training\Actor_07\07_02_01_01_dogs-sitting_angry.wav,angry
1248,data/training\Actor_07\07_02_01_01_kids-talking_angry.wav,angry
1249,data/training\Actor_07\07_02_01_02_dogs-sitting_angry.wav,angry
1250,data/training\Actor_07\07_02_01_02_kids-talking_angry.wav,angry
1251,data/training\Actor_07\07_02_02_01_dogs-sitting_angry.wav,angry
1252,data/training\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
1253,data/training\Actor_07\07_02_02_02_dogs-sitting_angry.wav,angry
1254,data/training\Actor_07\07_02_02_02_kids-talking_angry.wav,angry
1255,data/training\Actor_08\08_01_01_01_dogs-sitting_angry.wav,angry
1256,data/training\Actor_08\08_01_01_01_kids-talking_angry.wav,angry
1257,data/training\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
1258,data/training\Actor_08\08_01_01_02_kids-talking_angry.wav,angry
1259,data/training\Actor_08\08_01_02_01_dogs-sitting_angry.wav,angry
1260,data/training\Actor_08\08_01_02_01_kids-talking_angry.wav,angry
1261,data/training\Actor_08\08_01_02_02_dogs-sitting_angry.wav,angry
1262,data/training\Actor_08\08_01_02_02_kids-talking_angry.wav,angry
1263,data/training\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
1264,data/training\Actor_08\08_02_01_01_kids-talking_angry.wav,angry
1265,data/training\Actor_08\08_02_01_02_dogs-sitting_angry.wav,angry
1266,data/training\Actor_08\08_02_01_02_kids-talking_angry.wav,angry
1267,data/training\Actor_08\08_02_02_01_dogs-sitting_angry.wav,angry
1268,data/training\Actor_08\08_02_02_01_kids-talking_angry.wav,angry
1269,data/training\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
1270,data/training\Actor_08\08_02_02_02_kids-talking_angry.wav,angry
1271,data/training\Actor_09\09_01_01_01_dogs-sitting_angry.wav,angry
1272,data/training\Actor_09\09_01_01_01_kids-talking_angry.wav,angry
1273,data/training\Actor_09\09_01_01_02_dogs-sitting_angry.wav,angry
1274,data/training\Actor_09\09_01_01_02_kids-talking_angry.wav,angry
1275,data/training\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
1276,data/training\Actor_09\09_01_02_01_kids-talking_angry.wav,angry
1277,data/training\Actor_09\09_01_02_02_dogs-sitting_angry.wav,angry
1278,data/training\Actor_09\09_01_02_02_kids-talking_angry.wav,angry
1279,data/training\Actor_09\09_02_01_01_dogs-sitting_angry.wav,angry
1280,data/training\Actor_09\09_02_01_01_kids-talking_angry.wav,angry
1281,data/training\Actor_09\09_02_01_02_dogs-sitting_angry.wav,angry
1282,data/training\Actor_09\09_02_01_02_kids-talking_angry.wav,angry
1283,data/training\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
1284,data/training\Actor_09\09_02_02_01_kids-talking_angry.wav,angry
1285,data/training\Actor_09\09_02_02_02_dogs-sitting_angry.wav,angry
1286,data/training\Actor_09\09_02_02_02_kids-talking_angry.wav,angry
1287,data/training\Actor_10\10_01_01_01_dogs-sitting_angry.wav,angry
1288,data/training\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
1289,data/training\Actor_10\10_01_01_02_dogs-sitting_angry.wav,angry
1290,data/training\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
1291,data/training\Actor_10\10_01_02_01_dogs-sitting_angry.wav,angry
1292,data/training\Actor_10\10_01_02_01_kids-talking_angry.wav,angry
1293,data/training\Actor_10\10_01_02_02_dogs-sitting_angry.wav,angry
1294,data/training\Actor_10\10_01_02_02_kids-talking_angry.wav,angry
1295,data/training\Actor_10\10_02_01_01_dogs-sitting_angry.wav,angry
1296,data/training\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
1297,data/training\Actor_10\10_02_01_02_dogs-sitting_angry.wav,angry
1298,data/training\Actor_10\10_02_01_02_kids-talking_angry.wav,angry
1299,data/training\Actor_10\10_02_02_01_dogs-sitting_angry.wav,angry
1300,data/training\Actor_10\10_02_02_01_kids-talking_angry.wav,angry
1301,data/training\Actor_10\10_02_02_02_dogs-sitting_angry.wav,angry
1302,data/training\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
1303,data/training\Actor_11\03-02-05-01-01-01-11_angry.wav,angry
1304,data/training\Actor_11\03-02-05-01-01-02-11_angry.wav,angry
1305,data/training\Actor_11\03-02-05-01-02-01-11_angry.wav,angry
1306,data/training\Actor_11\03-02-05-01-02-02-11_angry.wav,angry
1307,data/training\Actor_11\03-02-05-02-01-01-11_angry.wav,angry
1308,data/training\Actor_11\03-02-05-02-01-02-11_angry.wav,angry
1309,data/training\Actor_11\03-02-05-02-02-01-11_angry.wav,angry
1310,data/training\Actor_11\03-02-05-02-02-02-11_angry.wav,angry
1311,data/training\Actor_11\11_01_01_01_dogs-sitting_angry.wav,angry
1312,data/training\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
1313,data/training\Actor_11\11_01_01_02_dogs-sitting_angry.wav,angry
1314,data/training\Actor_11\11_01_01_02_kids-talking_angry.wav,angry
1315,data/training\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
1316,data/training\Actor_11\11_01_02_01_kids-talking_angry.wav,angry
1317,data/training\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
1318,data/training\Actor_11\11_01_02_02_kids-talking_angry.wav,angry
1319,data/training\Actor_11\11_02_01_01_dogs-sitting_angry.wav,angry
1320,data/training\Actor_11\11_02_01_01_kids-talking_angry.wav,angry
1321,data/training\Actor_11\11_02_01_02_dogs-sitting_angry.wav,angry
1322,data/training\Actor_11\11_02_01_02_kids-talking_angry.wav,angry
1323,data/training\Actor_11\11_02_02_01_dogs-sitting_angry.wav,angry
1324,data/training\Actor_11\11_02_02_01_kids-talking_angry.wav,angry
1325,data/training\Actor_11\11_02_02_02_dogs-sitting_angry.wav,angry
1326,data/training\Actor_11\11_02_02_02_kids-talking_angry.wav,angry
1327,data/training\Actor_12\03-02-05-01-01-01-12_angry.wav,angry
1328,data/training\Actor_12\03-02-05-01-01-02-12_angry.wav,angry
1329,data/training\Actor_12\03-02-05-01-02-01-12_angry.wav,angry
1330,data/training\Actor_12\03-02-05-01-02-02-12_angry.wav,angry
1331,data/training\Actor_12\03-02-05-02-01-01-12_angry.wav,angry
1332,data/training\Actor_12\03-02-05-02-01-02-12_angry.wav,angry
1333,data/training\Actor_12\03-02-05-02-02-01-12_angry.wav,angry
1334,data/training\Actor_12\03-02-05-02-02-02-12_angry.wav,angry
1335,data/training\Actor_12\12_01_01_01_dogs-sitting_angry.wav,angry
1336,data/training\Actor_12\12_01_01_01_kids-talking_angry.wav,angry
1337,data/training\Actor_12\12_01_01_02_dogs-sitting_angry.wav,angry
1338,data/training\Actor_12\12_01_01_02_kids-talking_angry.wav,angry
1339,data/training\Actor_12\12_01_02_01_dogs-sitting_angry.wav,angry
1340,data/training\Actor_12\12_01_02_01_kids-talking_angry.wav,angry
1341,data/training\Actor_12\12_01_02_02_dogs-sitting_angry.wav,angry
1342,data/training\Actor_12\12_01_02_02_kids-talking_angry.wav,angry
1343,data/training\Actor_12\12_02_01_01_dogs-sitting_angry.wav,angry
1344,data/training\Actor_12\12_02_01_01_kids-talking_angry.wav,angry
1345,data/training\Actor_12\12_02_01_02_dogs-sitting_angry.wav,angry
1346,data/training\Actor_12\12_02_01_02_kids-talking_angry.wav,angry
1347,data/training\Actor_12\12_02_02_01_dogs-sitting_angry.wav,angry
1348,data/training\Actor_12\12_02_02_01_kids-talking_angry.wav,angry
1349,data/training\Actor_12\12_02_02_02_dogs-sitting_angry.wav,angry
1350,data/training\Actor_12\12_02_02_02_kids-talking_angry.wav,angry
1351,data/training\Actor_13\03-02-05-01-01-01-13_angry.wav,angry
1352,data/training\Actor_13\03-02-05-01-01-02-13_angry.wav,angry
1353,data/training\Actor_13\03-02-05-01-02-01-13_angry.wav,angry
1354,data/training\Actor_13\03-02-05-01-02-02-13_angry.wav,angry
1355,data/training\Actor_13\03-02-05-02-01-01-13_angry.wav,angry
1356,data/training\Actor_13\03-02-05-02-01-02-13_angry.wav,angry
1357,data/training\Actor_13\03-02-05-02-02-01-13_angry.wav,angry
1358,data/training\Actor_13\03-02-05-02-02-02-13_angry.wav,angry
1359,data/training\Actor_13\13_01_01_01_dogs-sitting_angry.wav,angry
1360,data/training\Actor_13\13_01_01_01_kids-talking_angry.wav,angry
1361,data/training\Actor_13\13_01_01_02_dogs-sitting_angry.wav,angry
1362,data/training\Actor_13\13_01_01_02_kids-talking_angry.wav,angry
1363,data/training\Actor_13\13_01_02_01_dogs-sitting_angry.wav,angry
1364,data/training\Actor_13\13_01_02_01_kids-talking_angry.wav,angry
1365,data/training\Actor_13\13_01_02_02_dogs-sitting_angry.wav,angry
1366,data/training\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
1367,data/training\Actor_13\13_02_01_01_dogs-sitting_angry.wav,angry
1368,data/training\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
1369,data/training\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
1370,data/training\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
1371,data/training\Actor_13\13_02_02_01_dogs-sitting_angry.wav,angry
1372,data/training\Actor_13\13_02_02_01_kids-talking_angry.wav,angry
1373,data/training\Actor_13\13_02_02_02_dogs-sitting_angry.wav,angry
1374,data/training\Actor_13\13_02_02_02_kids-talking_angry.wav,angry
1375,data/training\Actor_14\03-02-05-01-01-01-14_angry.wav,angry
1376,data/training\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
1377,data/training\Actor_14\03-02-05-01-02-01-14_angry.wav,angry
1378,data/training\Actor_14\03-02-05-01-02-02-14_angry.wav,angry
1379,data/training\Actor_14\03-02-05-02-01-01-14_angry.wav,angry
1380,data/training\Actor_14\03-02-05-02-01-02-14_angry.wav,angry
1381,data/training\Actor_14\03-02-05-02-02-01-14_angry.wav,angry
1382,data/training\Actor_14\03-02-05-02-02-02-14_angry.wav,angry
1383,data/training\Actor_14\14_02_01_01_dogs-sitting_angry.wav,angry
1384,data/training\Actor_14\14_02_01_01_kids-talking_angry.wav,angry
1385,data/training\Actor_14\14_02_01_02_dogs-sitting_angry.wav,angry
1386,data/training\Actor_14\14_02_01_02_kids-talking_angry.wav,angry
1387,data/training\Actor_14\14_02_02_01_dogs-sitting_angry.wav,angry
1388,data/training\Actor_14\14_02_02_01_kids-talking_angry.wav,angry
1389,data/training\Actor_14\14_02_02_02_dogs-sitting_angry.wav,angry
1390,data/training\Actor_14\14_02_02_02_kids-talking_angry.wav,angry
1391,data/training\Actor_15\03-02-05-01-01-01-15_angry.wav,angry
1392,data/training\Actor_15\03-02-05-01-01-02-15_angry.wav,angry
1393,data/training\Actor_15\03-02-05-01-02-01-15_angry.wav,angry
1394,data/training\Actor_15\03-02-05-01-02-02-15_angry.wav,angry
1395,data/training\Actor_15\03-02-05-02-01-01-15_angry.wav,angry
1396,data/training\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
1397,data/training\Actor_15\03-02-05-02-02-01-15_angry.wav,angry
1398,data/training\Actor_15\03-02-05-02-02-02-15_angry.wav,angry
1399,data/training\Actor_15\15_02_01_01_dogs-sitting_angry.wav,angry
1400,data/training\Actor_15\15_02_01_01_kids-talking_angry.wav,angry
1401,data/training\Actor_15\15_02_01_02_dogs-sitting_angry.wav,angry
1402,data/training\Actor_15\15_02_01_02_kids-talking_angry.wav,angry
1403,data/training\Actor_15\15_02_02_01_dogs-sitting_angry.wav,angry
1404,data/training\Actor_15\15_02_02_01_kids-talking_angry.wav,angry
1405,data/training\Actor_15\15_02_02_02_dogs-sitting_angry.wav,angry
1406,data/training\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
1407,data/training\Actor_16\03-02-05-01-01-01-16_angry.wav,angry
1408,data/training\Actor_16\03-02-05-01-01-02-16_angry.wav,angry
1409,data/training\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
1410,data/training\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
1411,data/training\Actor_16\03-02-05-02-01-01-16_angry.wav,angry
1412,data/training\Actor_16\03-02-05-02-01-02-16_angry.wav,angry
1413,data/training\Actor_16\03-02-05-02-02-01-16_angry.wav,angry
1414,data/training\Actor_16\03-02-05-02-02-02-16_angry.wav,angry
1415,data/training\Actor_16\16_02_01_01_dogs-sitting_angry.wav,angry
1416,data/training\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
1417,data/training\Actor_16\16_02_01_02_dogs-sitting_angry.wav,angry
1418,data/training\Actor_16\16_02_01_02_kids-talking_angry.wav,angry
1419,data/training\Actor_16\16_02_02_01_dogs-sitting_angry.wav,angry
1420,data/training\Actor_16\16_02_02_01_kids-talking_angry.wav,angry
1421,data/training\Actor_16\16_02_02_02_dogs-sitting_angry.wav,angry
1422,data/training\Actor_16\16_02_02_02_kids-talking_angry.wav,angry
1423,data/training\Actor_17\03-02-05-01-01-01-17_angry.wav,angry
1424,data/training\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
1425,data/training\Actor_17\03-02-05-01-02-01-17_angry.wav,angry
1426,data/training\Actor_17\03-02-05-01-02-02-17_angry.wav,angry
1427,data/training\Actor_17\03-02-05-02-01-01-17_angry.wav,angry
1428,data/training\Actor_17\03-02-05-02-01-02-17_angry.wav,angry
1429,data/training\Actor_17\03-02-05-02-02-01-17_angry.wav,angry
1430,data/training\Actor_17\03-02-05-02-02-02-17_angry.wav,angry
1431,data/training\Actor_17\17_02_01_01_dogs-sitting_angry.wav,angry
1432,data/training\Actor_17\17_02_01_01_kids-talking_angry.wav,angry
1433,data/training\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
1434,data/training\Actor_17\17_02_01_02_kids-talking_angry.wav,angry
1435,data/training\Actor_17\17_02_02_01_dogs-sitting_angry.wav,angry
1436,data/training\Actor_17\17_02_02_01_kids-talking_angry.wav,angry
1437,data/training\Actor_17\17_02_02_02_dogs-sitting_angry.wav,angry
1438,data/training\Actor_17\17_02_02_02_kids-talking_angry.wav,angry
1439,data/training\Actor_18\18_01_01_01_dogs-sitting_angry.wav,angry
1440,data/training\Actor_18\18_01_01_01_kids-talking_angry.wav,angry
1441,data/training\Actor_18\18_01_01_02_dogs-sitting_angry.wav,angry
1442,data/training\Actor_18\18_01_01_02_kids-talking_angry.wav,angry
1443,data/training\Actor_18\18_01_02_01_dogs-sitting_angry.wav,angry
1444,data/training\Actor_18\18_01_02_01_kids-talking_angry.wav,angry
1445,data/training\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
1446,data/training\Actor_18\18_01_02_02_kids-talking_angry.wav,angry
1447,data/training\Actor_19\03-02-05-01-01-01-19_angry.wav,angry
1448,data/training\Actor_19\03-02-05-01-01-02-19_angry.wav,angry
1449,data/training\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
1450,data/training\Actor_19\03-02-05-01-02-02-19_angry.wav,angry
1451,data/training\Actor_19\03-02-05-02-01-01-19_angry.wav,angry
1452,data/training\Actor_19\03-02-05-02-01-02-19_angry.wav,angry
1453,data/training\Actor_19\03-02-05-02-02-01-19_angry.wav,angry
1454,data/training\Actor_19\03-02-05-02-02-02-19_angry.wav,angry
1455,data/training\Actor_19\19_01_01_01_dogs-sitting_angry.wav,angry
1456,data/training\Actor_19\19_01_01_01_kids-talking_angry.wav,angry
1457,data/training\Actor_19\19_01_01_02_dogs-sitting_angry.wav,angry
1458,data/training\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
1459,data/training\Actor_19\19_01_02_01_dogs-sitting_angry.wav,angry
1460,data/training\Actor_19\19_01_02_01_kids-talking_angry.wav,angry
1461,data/training\Actor_19\19_01_02_02_dogs-sitting_angry.wav,angry
1462,data/training\Actor_19\19_01_02_02_kids-talking_angry.wav,angry
1463,data/training\Actor_19\19_02_01_01_dogs-sitting_angry.wav,angry
1464,data/training\Actor_19\19_02_01_01_kids-talking_angry.wav,angry
1465,data/training\Actor_19\19_02_01_02_dogs-sitting_angry.wav,angry
1466,data/training\Actor_19\19_02_01_02_kids-talking_angry.wav,angry
1467,data/training\Actor_19\19_02_02_01_dogs-sitting_angry.wav,angry
1468,data/training\Actor_19\19_02_02_01_kids-talking_angry.wav,angry
1469,data/training\Actor_19\19_02_02_02_dogs-sitting_angry.wav,angry
1470,data/training\Actor_19\19_02_02_02_kids-talking_angry.wav,angry
1471,data/training\Actor_20\03-02-05-01-01-01-20_angry.wav,angry
1472,data/training\Actor_20\03-02-05-01-01-02-20_angry.wav,angry
1473,data/training\Actor_20\03-02-05-01-02-01-20_angry.wav,angry
1474,data/training\Actor_20\03-02-05-01-02-02-20_angry.wav,angry
1475,data/training\Actor_20\03-02-05-02-01-01-20_angry.wav,angry
1476,data/training\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
1477,data/training\Actor_20\03-02-05-02-02-01-20_angry.wav,angry
1478,data/training\Actor_20\03-02-05-02-02-02-20_angry.wav,angry
1479,data/training\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
1480,data/training\Actor_20\20_01_01_01_kids-talking_angry.wav,angry
1481,data/training\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
1482,data/training\Actor_20\20_01_01_02_kids-talking_angry.wav,angry
1483,data/training\Actor_20\20_01_02_01_dogs-sitting_angry.wav,angry
1484,data/training\Actor_20\20_01_02_01_kids-talking_angry.wav,angry
1485,data/training\Actor_20\20_01_02_02_dogs-sitting_angry.wav,angry
1486,data/training\Actor_20\20_01_02_02_kids-talking_angry.wav,angry
1487,data/training\Actor_21\03-02-05-01-01-01-21_angry.wav,angry
1488,data/training\Actor_21\03-02-05-01-01-02-21_angry.wav,angry
1489,data/training\Actor_21\03-02-05-01-02-01-21_angry.wav,angry
1490,data/training\Actor_21\03-02-05-01-02-02-21_angry.wav,angry
1491,data/training\Actor_21\03-02-05-02-01-01-21_angry.wav,angry
1492,data/training\Actor_21\03-02-05-02-01-02-21_angry.wav,angry
1493,data/training\Actor_21\03-02-05-02-02-01-21_angry.wav,angry
1494,data/training\Actor_21\03-02-05-02-02-02-21_angry.wav,angry
1495,data/training\Actor_21\21_01_01_01_dogs-sitting_angry.wav,angry
1496,data/training\Actor_21\21_01_01_01_kids-talking_angry.wav,angry
1497,data/training\Actor_21\21_01_01_02_dogs-sitting_angry.wav,angry
1498,data/training\Actor_21\21_01_01_02_kids-talking_angry.wav,angry
1499,data/training\Actor_21\21_01_02_01_dogs-sitting_angry.wav,angry
1500,data/training\Actor_21\21_01_02_01_kids-talking_angry.wav,angry
1501,data/training\Actor_21\21_01_02_02_dogs-sitting_angry.wav,angry
1502,data/training\Actor_21\21_01_02_02_kids-talking_angry.wav,angry
1503,data/training\Actor_22\03-02-05-01-01-01-22_angry.wav,angry
1504,data/training\Actor_22\03-02-05-01-01-02-22_angry.wav,angry
1505,data/training\Actor_22\03-02-05-01-02-01-22_angry.wav,angry
1506,data/training\Actor_22\03-02-05-01-02-02-22_angry.wav,angry
1507,data/training\Actor_22\03-02-05-02-01-01-22_angry.wav,angry
1508,data/training\Actor_22\03-02-05-02-01-02-22_angry.wav,angry
1509,data/training\Actor_22\03-02-05-02-02-01-22_angry.wav,angry
1510,data/training\Actor_22\03-02-05-02-02-02-22_angry.wav,angry
1511,data/training\Actor_22\22_01_01_01_dogs-sitting_angry.wav,angry
1512,data/training\Actor_22\22_01_01_01_kids-talking_angry.wav,angry
1513,data/training\Actor_22\22_01_01_02_dogs-sitting_angry.wav,angry
1514,data/training\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
1515,data/training\Actor_22\22_01_02_01_dogs-sitting_angry.wav,angry
1516,data/training\Actor_22\22_01_02_01_kids-talking_angry.wav,angry
1517,data/training\Actor_22\22_01_02_02_dogs-sitting_angry.wav,angry
1518,data/training\Actor_22\22_01_02_02_kids-talking_angry.wav,angry
1519,data/training\Actor_23\03-02-05-01-01-01-23_angry.wav,angry
1520,data/training\Actor_23\03-02-05-01-01-02-23_angry.wav,angry
1521,data/training\Actor_23\03-02-05-01-02-01-23_angry.wav,angry
1522,data/training\Actor_23\03-02-05-01-02-02-23_angry.wav,angry
1523,data/training\Actor_23\03-02-05-02-01-01-23_angry.wav,angry
1524,data/training\Actor_23\03-02-05-02-01-02-23_angry.wav,angry
1525,data/training\Actor_23\03-02-05-02-02-01-23_angry.wav,angry
1526,data/training\Actor_23\03-02-05-02-02-02-23_angry.wav,angry
1527,data/training\Actor_23\23_01_01_01_dogs-sitting_angry.wav,angry
1528,data/training\Actor_23\23_01_01_01_kids-talking_angry.wav,angry
1529,data/training\Actor_23\23_01_01_02_dogs-sitting_angry.wav,angry
1530,data/training\Actor_23\23_01_01_02_kids-talking_angry.wav,angry
1531,data/training\Actor_23\23_01_02_01_dogs-sitting_angry.wav,angry
1532,data/training\Actor_23\23_01_02_01_kids-talking_angry.wav,angry
1533,data/training\Actor_23\23_01_02_02_dogs-sitting_angry.wav,angry
1534,data/training\Actor_23\23_01_02_02_kids-talking_angry.wav,angry
1535,data/training\Actor_24\03-02-05-01-01-01-24_angry.wav,angry
1536,data/training\Actor_24\03-02-05-01-01-02-24_angry.wav,angry
1537,data/training\Actor_24\03-02-05-01-02-01-24_angry.wav,angry
1538,data/training\Actor_24\03-02-05-01-02-02-24_angry.wav,angry
1539,data/training\Actor_24\03-02-05-02-01-01-24_angry.wav,angry
1540,data/training\Actor_24\03-02-05-02-01-02-24_angry.wav,angry
1541,data/training\Actor_24\03-02-05-02-02-01-24_angry.wav,angry
1542,data/training\Actor_24\03-02-05-02-02-02-24_angry.wav,angry
1543,data/training\Actor_24\24_01_01_01_dogs-sitting_angry.wav,angry
1544,data/training\Actor_24\24_01_01_01_kids-talking_angry.wav,angry
1545,data/training\Actor_24\24_01_01_02_dogs-sitting_angry.wav,angry
1546,data/training\Actor_24\24_01_01_02_kids-talking_angry.wav,angry
1547,data/training\Actor_24\24_01_02_01_dogs-sitting_angry.wav,angry
1548,data/training\Actor_24\24_01_02_01_kids-talking_angry.wav,angry
1549,data/training\Actor_24\24_01_02_02_dogs-sitting_angry.wav,angry
1550,data/training\Actor_24\24_01_02_02_kids-talking_angry.wav,angry
1551,data/training\Actor_24\24_02_01_01_dogs-sitting_angry.wav,angry
1552,data/training\Actor_24\24_02_01_01_kids-talking_angry.wav,angry
1553,data/training\Actor_24\24_02_01_02_dogs-sitting_angry.wav,angry
1554,data/training\Actor_24\24_02_01_02_kids-talking_angry.wav,angry
1555,data/training\Actor_24\24_02_02_01_dogs-sitting_angry.wav,angry
1556,data/training\Actor_24\24_02_02_01_kids-talking_angry.wav,angry
1557,data/training\Actor_24\24_02_02_02_dogs-sitting_angry.wav,angry
1558,data/training\Actor_24\24_02_02_02_kids-talking_angry.wav,angry
1559,data/training\Actor_25\25_01_01_01_fat_angry.wav,angry
1560,data/training\Actor_25\25_01_01_01_fit_angry.wav,angry
1561,data/training\Actor_25\25_01_01_01_five_angry.wav,angry
1562,data/training\Actor_25\25_01_01_01_food_angry.wav,angry
1563,data/training\Actor_25\25_01_01_01_gap_angry.wav,angry
1564,data/training\Actor_25\25_01_01_01_gas_angry.wav,angry
